CODE_EINDEUTIG,NAME,X_LV95,Y_LV95,Z,STATUS,GIN,ALARM,EINZUGSGEBIETSGROESSE,MITTLERE_HOEHE,VERGLETSCHERUNG,GEWAESSERNAME,FLUSSSYSTEM,GEWAESSERTYP,ORTSBEZEICHNUNG,ORGANISATION,LINK,URL_STATIONSSEITE,SYSTEM_U,PARAMETER_W,PARAMETER_T,PARAMETER_N,PERIODIZITAET_W,EINHEIT_W,EINHEIT_Q,PERIODIZITAET_T,EINHEIT_T,PERIODIZITAET_N,EINHEIT_N,PUBL_W,PUBL_T,PUBL_N,GUELTIG_VON_W,GUELTIG_VON_T,GUELTIG_VON_N,GUELTIG_BIS_W,GUELTIG_BIS_T,GUELTIG_BIS_N,SYSTEM_W,SYSTEM_T,URL_02_W,URL_07_W,URL_31_W,URL_91_W,URL_92_W,URL_PROVJBLJ_W,URL_PROVJBVJ_W,URL_JB_W,URL_02_T,URL_07_T,URL_31_T,URL_91_T,URL_92_T,URL_PROVJBLJ_T,URL_PROVJBVJ_T,URL_JB_T,URL_02_N,URL_07_N,URL_31_N,URL_91_N,URL_92_N,URL_PROVJBLJ_N,URL_PROVJBVJ_N,URL_JB_N,ORGANISATION_SYMB,PARAMETER_W_SYMB,PARAMETER_T_SYMB,PARAMETER_N_SYMB,SYMBOL,E,N
ZH 609,"Hegmatten - Riedbach, Winterthur (HW-Rückhaltebecken)",2700272,1263289,457,in Betrieb,,ja,,,0.0%,Hegmatten,Töss,Hochwasserrückhaltebecken,Winterthur,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,5,müM,,,,,,,,,20180101,,,,,,Sonde,,https://www.hw.zh.ch/hochwasser/mac/aaw/05859.PDF?zst=24344069,https://www.hw.zh.ch/hochwasser/mac/aaw/05860.PDF?zst=24344069,https://www.hw.zh.ch/hochwasser/mac/aaw/05861.PDF?zst=24344069,,,https://www.hw.zh.ch/hochwasser/mac/aaw/08545.PDF?zst=24344069,,,,,,,,,,,,,,,,,,,1,2,0,0,2,2700272.257,1263289.23
WAG,Waldegg,2676761,1246211,545,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=WAG,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2676761.885,1246210.845
OED,Ehrendingen,2667846,1262266,428,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=OED,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2667846.986,1262266.007
AGSTE,Stetten,2665026,1249877,355,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=AGSTE,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2665026.894,1249876.966
KAI,"Kaiserstuhl, AG",2673334,1269333,361,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=KAI,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2673335.118,1269332.982
MUR,"Muri, AG",2667276,1235323,577,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=MUR,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2667276.813,1235322.918
CHZ,Cham,2677758,1226878,443,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=CHZ,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2677758.784,1226877.858
ROG,Rossberg,2684227,1214211,1119,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=ROG,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2684227.733,1214210.796
2014,Zürichsee (Obersee) - Schmerikon,2713710,1231515,410,,,,1583,1333,1.1%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2014.html,,Wasserstand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,2713710,1231515
2018,Reuss - Mellingen,2662830,1252580,345,,,,3386,1259,1.8%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2018.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2662830,1252580
2044,Thur - Andelfingen,2693510,1272500,356,,,,1702,770,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2044.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2693510,1272500
2099,Limmat - Unterhard,2682055,1249430,400,,,,2174,1194,0.8%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2099.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2682055,1249430
2104,Linthkanal - Weesen,2725160,1221380,419,,,,1062,1584,1.6%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2104.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2725160,1221380
2110,Reuss - Mühlau,2672520,1230600,390,,,ja,2902,1371,2.2%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2110.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2672520,1230600
2132,Töss - Neftenbach,2691460,1263820,389,,,,343,658,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2132.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2691460,1263820
2143,Rhein - Rekingen,2667060,1269230,323,,,,14767,1131,0.6%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2143.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2667060,1269230
2152,"Reuss - Luzern, Geissmattbrücke",2665330,1211800,432,,,,2254,1504,2.8%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2152.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2665330,1211800
2176,Sihl - Sihlhölzli,2682145,1246890,413,,,,343,1045,,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2176.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2682145,1246890
2181,Thur - Halden,2733560,1263180,456,,,ja,1085,908,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2181.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2733560,1263180
2209,Zürichsee - Zürichhorn,2684000,1245475,406,,,,1825,1224,0.9%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2209.html,,Wasserstand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,2684000,1245475
2288,Rhein - Neuhausen,2689145,1281975,383,,,,11930,1239,,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2288.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2689145,1281975
2303,Thur - Jonschwil,2723675,1252720,534,,,,493,1021,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2303.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2723675,1252720
2386,Murg - Frauenfeld,2709540,1269660,390,,,,213,597,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2386.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2709540,1269660
2468,Sitter - St. Gallen,2742540,1253230,577,,,ja,261,1042,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2468.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2742540,1253230
2604,Biber - Biberbrugg,2697240,1223280,825,,,,31.9,1003,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2604.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2697240,1223280
2609,Alp - Einsiedeln,2698640,1223020,840,,,,46.7,1157,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2609.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2698640,1223020
2634,Kleine Emme - Emmen,2663700,1213630,430,,,,478,1054,0.0%,,,,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2634.html,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2663700,1213630
APP,Appenzell,2748012,1245040,750,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=APP,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2748012,1245040
DIT,Dietikon,2672890,1251865,384,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=DIT,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2672890,1251865
DOB,Doggen - Benken,2715387,1227540,408,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=DOB,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2715387,1227540
EBK,Ebnat / Kappel,2726347,1237176,623,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=EBK,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2726347,1237176
EIN,Einsiedeln,2699984,1221069,910,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=EIN,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2699984,1221069
ERL,Erlenbach - Erlentobel,2696977,1210977,1190,,,,,,,,,,,WSL,www.hochwasser.zh.ch,,,Abfluss,,Niederschlag,,,<Null>,,,,<Null>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,6,2696977,1210977
EWH,Sihlsee - Hüendermatt,2699887,1221946,892,,,,,,,,,,,Etzelwerk AG,www.hochwasser.zh.ch,,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2699887.676,1221946.906
EWS,Sihlsee - Schlagen,2701703,1223502,872,,,,,,,,,,,Etzelwerk AG,www.hochwasser.zh.ch,,,Wasserstand,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,7,2701703,1223502
GLA,Glarus,2723752,1210568,517,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=GLA,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2723752,1210568
HOE ,Hörnli,2713515,1247755,1144,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=HOE,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2713515,1247755
INN,Innerthal,2712019,1218326,903,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=INN,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2712019,1218326
JON,Jona,2706760,1231290,410,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=JON,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2706760,1231290
KLO,Kloten,2682710,1259339,426,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=KLO,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2682710,1259339
LAC,Lachen / Galgenen,2707637,1226334,468,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=LAC,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2707637,1226334
OPF,Opfikon,2684614,1254698,424,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=OPF,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2684614,1254698
REH,Zürich / Affoltern,2681428,1253546,444,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=REH,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2681428,1253546
SAE,Säntis,2744200,1234920,2502,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=SAE,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2744200,1234920
SHA,Schaffhausen,2688698,1282796,438,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=SHA,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2688698,1282796
SIH,Sihlbrugg,2686318,1230586,549,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=SIH,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2686318,1230586
SMA,Zürich / Fluntern,2685117,1248066,556,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=SMA,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2685117,1248066
STG,St. Gallen,2747865,1254588,776,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=STG,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2747865,1254588
TAE,Tänikon / Aadorf,2710515,1259821,539,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=TAE,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2710515,1259821
WAE,Wädenswil,2693847,1230744,485,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=WAE,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2693847,1230744
WEE,Weesen,2724983,1221383,425,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=WEE,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2724983,1221383
ZH 522,Eulach - Winterthur,2697551,1261246,440,in Betrieb,,,64.76844593,544.0100265,0.0%,Eulach,Töss,Fliessgewässer,Winterthur,AWEL,www.hydrometrie.zh.ch,,,Abfluss,Temperatur,,5,,m3/s,15,°C,,,,,,19650101,19930101,,,,,Sonde,pt100,http://www.hw.zh.ch/hochwasser/mac/aaw/05197.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05196.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05195.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05373.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08302.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,http://www.hw.zh.ch/hochwasser/mac/at/0381.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/0481.PDF?zst=15843166,,,http://www.hw.zh.ch/hochwasser/mac/at/0881.PDF?zst=15843166,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/wassertemperaturen.html#1855350435,,,,,,,,,1,1,1,0,3,2697551,1261246
ZH 523,"Eulach - Wülflingen, Winterthur",2694127,1262816,410,in Betrieb,,,74.63049958,533.8013512,0.0%,Eulach,Töss,Fliessgewässer,Winterthur,AWEL,www.hydrometrie.zh.ch,,,Abfluss,Temperatur,,5,,m3/s,15,°C,,,,,,19710101,20020101,,,,,,pt100,http://www.hw.zh.ch/hochwasser/mac/aaw/0562.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/0561.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/0560.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05374.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08144.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,http://www.hw.zh.ch/hochwasser/mac/at/05161.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/05159.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/05160.PDF?zst=15843166,,,http://www.hw.zh.ch/hochwasser/mac/at/08287.PDF?zst=15843166,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/wassertemperaturen.html#1855350435,,,,,,,,,1,1,1,0,3,2694127,1262816
ZH 525,"Aa - Stegen, Wetzikon",2702147,1242890,530,in Betrieb,,,30.98166172,652.6209474,0.0%,Aa,Glatt,Fliessgewässer,Wetzikon,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,,5,,l/s,,,,,,,,19510101,,,,,,Einperlung,,http://www.hw.zh.ch/hochwasser/mac/aaw/0553.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/0552.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/0550.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/08153.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,1,0,0,1,2702147,1242890
ZH 526,Wildbach - Wetzikon,2702393,1241926,520,in Betrieb,,,20.04547323,637.4153488,0.0%,Wildbach,Glatt,Fliessgewässer,Wetzikon,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,,5,,m3/s,,,,,,,,19510101,,,,,,Einperlung,,http://www.hw.zh.ch/hochwasser/mac/aaw/0546.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/0551.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/0544.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05375.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08237.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,1,0,0,1,2702393,1241926
ZH 527,Aabach - Mönchaltorf,2696925,1240805,440,in Betrieb,,,44.17225332,519.0025561,0.0%,Aabach,Glatt,Fliessgewässer,Mönchaltdorf,AWEL,www.hydrometrie.zh.ch,,,Abfluss,Temperatur,Niederschlag,5,,m3/s,15,°C,10,mm,,,,19800101,19850101,19800101,,,,Einperlung,pt100,http://www.hw.zh.ch/hochwasser/mac/aaw/0595.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/0594.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/0593.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05367.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08143.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,http://www.hw.zh.ch/hochwasser/mac/at/0598.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/0597.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/0596.PDF?zst=15843166,,,http://www.hw.zh.ch/hochwasser/mac/at/0882.PDF?zst=15843166,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/wassertemperaturen.html#1855350435,,http://www.hw.zh.ch/hochwasser/mac/an/05100.PDF?zst=15518911,http://www.hw.zh.ch/hochwasser/mac/an/0599.PDF?zst=15518911,,,http://www.hw.zh.ch/hochwasser/mac/an/08263.PDF?zst=15518911,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/niederschlag.html#-364082828,1,1,1,1,5,2696925,1240805
ZH 531,"Glatt - Wuhrbrücke, Fällanden",2691879,1247629,440,in Betrieb,,,164.9255538,552.7133206,0.0%,Glatt,Glatt,Fliessgewässer,Fällanden,AWEL,www.hydrometrie.zh.ch,,,Abfluss,Temperatur,,10,,m3/s,15,°C,,,,,,19770101,19840101,,,,,Sonde,,http://www.hw.zh.ch/hochwasser/mac/aaw/05821.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05819.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05820.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/0860.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/wassertemperaturen.html#1855350435,,,,,,,,,1,1,1,0,3,2691879,1247629
